company_name,city,zip_code,naics3,stakeholder,naics_description,type_produced,category,sales_volume,latitude,longitude
Mcclain Cellars,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.614583,-120.196868
Melville Vineyards & Winery,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,2130000,34.66644,-120.330549
Melville Winery,Santa Barbara,93101,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.413697,-119.690554
Melville-Shokrian WINERY LLC,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.625173,-120.184895
Montecito Wine Bistro,Montecito,93108,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.437507,-119.631514
Montemar,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1065000,34.643195,-120.439672
Moretti Wine Co,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.642133,-120.440325
Mosby Winery,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.591481,-120.196606
Nagy Wines,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.860045,-120.433639
Nicholas Bagshaw Co,Santa Maria,93454,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.909566,-120.291561
Otrio Cellars Inc,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.596473,-120.274286
Pacific Pickle Works,Santa Barbara,93103,311,Processor,Fruit And Vegetable Canning,"canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products",First-stage Processing,6076000,34.42217,-119.681451
Pali Wine Co,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.663149,-120.47021
Palmina,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.642763,-120.440013
Paradise Springs Winery,Santa Barbara,93101,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.414284,-119.69194
Parr Wines LLC,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.642753,-120.436992
Paul Lato Wines LLC,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.910172,-120.450099
Peake Ranch,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.591734,-120.24899
Pence Ranch,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1065000,34.632701,-120.251806
Pepsi Beverages Co,Santa Maria,93455,312,Processor,Soft Drink Manufacturing,"carbonated sodas,fruit-flavored soft drinks,bottled water,sports and energy drinks,RTD teas and coffees",First-stage Processing,18681000,34.918902,-120.457452
Piedrasassi Wine & Bread,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.642377,-120.43975
Point Concepcion Wines,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.661571,-120.476718
Presqu'Ile Winery,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1521000,34.854609,-120.3715
Presquile Winery,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.863015,-120.369522
Prison Break Vintners LLC,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.665126,-120.115063
Protector Cellars LLC,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.911218,-120.450318
Rancho Arroyo Grande LLC,Santa Barbara,93101,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.421689,-119.706225
Rancho Boa Vista,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.61075,-120.202923
Rancho Sisquoc Winery,Santa Maria,93454,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,2282000,34.835303,-120.189298
Refugio Ranch,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1217000,34.665126,-120.115063
Reyes Coca-Cola Bottling,Santa Maria,93455,312,Processor,Soft Drink Manufacturing,"carbonated sodas,fruit-flavored soft drinks,bottled water,sports and energy drinks,RTD teas and coffees",First-stage Processing,18681000,34.912217,-120.451001
Rideau Vineyard,Solvang,93463,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,2282000,34.628179,-120.114353
Roblar Winery & Vineyards,Santa Ynez,93460,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.644342,-120.092055
Roblar Winery & Vineyards,Santa Ynez,93460,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1521000,34.649706,-120.096138
Rosenson Wine Creations,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.625173,-120.184895
Rusack Vineyards,Solvang,93463,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,6084000,34.635516,-120.141128
Saarloos + Sons,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.665126,-120.115063
Sandhi Wines,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.642364,-120.437275
Sanford Winery & Vineyard,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1217000,34.605075,-120.331463
Sanger Family Of Wines,Solvang,93463,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1521000,34.595872,-120.142421
Sanguis,Santa Barbara,93103,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1065000,34.420749,-119.679357
Santa Barbara Baking Co,Santa Barbara,93101,311,Processor,Commercial Bakeries,"bread,cakes,cookies,pastries,pies",First-stage Processing,2520000,34.419093,-119.691143
Santa Barbara County Vintners,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.618046,-120.191172
Santa Barbara Map,Santa Barbara,93110,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.457733,-119.7757
Santa Barbara Winery,Santa Barbara,93101,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.414116,-119.688664
Santa Barbara Winery,Santa Barbara,93101,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.417381,-119.69584
Santa Ynez Wine Corp,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.665126,-120.115063
Savoy Wines,Goleta,93117,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.445283,-119.85471
Scar Of The Sea Wines,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.885651,-120.434091
Scott Cellars,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.665126,-120.115063
Sea Smoke Cellars,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1521000,34.664023,-120.465814
Section Wines LLC,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.625489,-120.185821
Section Wines LLC,Santa Barbara,93109,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.403738,-119.705206
Shirah Wine LLC,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.911906,-120.450186
Shoestring Winery,Solvang,93463,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.602334,-120.128409
Shokrian Winery LLC,Los Alamos,93440,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.744025,-120.277935
Silver Wines,Santa Barbara,93101,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.420689,-119.699303
Solvang Bakery,Solvang,93463,311,Processor,Commercial Bakeries,"bread,cakes,cookies,pastries,pies",First-stage Processing,7088000,34.59426,-120.138429
Somerset Vineyards,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.65098,-120.454407
Summerland Winery,Carpinteria,93013,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1065000,34.404144,-119.534638
Summerland Winery,Summerland,93067,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.422072,-119.601702
Sunstone Vineyards & Winery,Santa Ynez,93460,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.586371,-120.103835
Talevi's Wine & Spirits,Santa Barbara,93110,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.439691,-119.771344
Tantara Winery,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,913000,34.918625,-120.460287
Tantara Winery,Santa Maria,93454,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.909566,-120.291561
Tantara Wines,Santa Ynez,93460,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,1065000,34.640807,-120.05785
Temperance Cellars LLC,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.643725,-120.438398
Thornhill Co,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.910172,-120.450099
Tierra Y Vino LLC,Solvang,93463,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.592281,-120.139968
Timbre,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.911906,-120.450186
Toretti's Family Vineyard,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.665126,-120.115063
Tres Hermanas Vineyard-Winery,Santa Maria,93454,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.803048,-120.177205
Tripp Wines LLC,Santa Barbara,93121,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.42142,-119.69898
Tudor Wines,Santa Barbara,93105,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.44001,-119.751176
Turn Key Wine Brands,Santa Maria,93455,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,15208000,34.910172,-120.450099
Vin De Zo,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,609000,34.60928,-120.20261
Vineyard At Royal Oaks,Solvang,93463,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.595983,-120.142406
Whitcraft Winery,Santa Barbara,93103,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,305000,34.41782,-119.681518
Williamson Family Wines,Buellton,93427,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.624027,-120.186982
Windrun Vitners,Santa Barbara,93105,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,153000,34.437044,-119.716058
Zaca Mesa Winery,Los Olivos,93441,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,3042000,34.665126,-120.115063
Zinke Family Wines LLC,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,457000,34.643068,-120.45618
Zotovich Vineyards,Lompoc,93436,312,Processor,Wineries,"pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends",First-stage Processing,761000,34.643032,-120.43527
