company_name,city,zip_code,naics3,stakeholder,naics_description,produce_needed,category,sales_volume,latitude,longitude,match
Dank Bowl Kitchen,Isla Vista,93117,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,481000,34.412929,-119.857325,Yes
Dargan's Irish Pub & Rstrnt,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1604000,34.418982,-119.697285,Yes
Dave's Dogs Grill,Santa Barbara,93111,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,481000,34.437399,-119.789633,Yes
Davids Pinot Vineyards Inc,Lompoc,93436,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,481000,34.664023,-120.465814,Yes
Dawn Patrol,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,856000,34.415574,-119.693741,Yes
Days Inn By Wyndham Santa Mr,Santa Maria,93454,721,Buyer,Hotels (Except Casino Hotels) And Motels,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1192000,34.953556,-120.423086,Yes
Debernardi Brothers,Santa Maria,93454,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.955279,-120.387696,Yes
Deja Vu Cafe IV,Goleta,93117,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,375000,34.411719,-119.856816,Yes
Del Pueblo Cafe,Santa Barbara,93111,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,535000,34.435,-119.803523,Yes
Del Taco,Santa Maria,93454,722,Buyer,Limited-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,695000,34.931695,-120.436595,Yes
Del Taco,Santa Maria,93454,722,Buyer,Limited-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,962000,34.972991,-120.435045,Yes
Del Valle Grill,Goleta,93117,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,161000,34.43595,-119.824875,Yes
Delgado's Mexican Foods,Carpinteria,93013,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,642000,34.402094,-119.529768,Yes
Deli Delicias & Fresh,Santa Maria,93458,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.953017,-120.438833,Yes
Denny's,Santa Barbara,93105,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1871000,34.440702,-119.740918,Yes
Denny's,Santa Maria,93454,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,2779000,34.953389,-120.419023,Yes
Derf's Cafe,Santa Barbara,93105,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,642000,34.428916,-119.716977,Yes
Dining Room At El Encanto,Santa Barbara,93103,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.427806,-119.681491,Yes
Dogfathers,Lompoc,93436,722,Buyer,Limited-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,161000,34.641536,-120.437764,Yes
